Production Line Tag,Manufactured Part Code,Shift Date,Gross Quantity Produced,Conforming Quality Qty,Unplanned Downtime Duration
LIN-CNC-01,PRD-VAL-101,2026-04-03,2448,2265,9 min
LIN-WLD-02-6,PRD-CHS-010-6,2025-03-21,1189,1184,11 min
LIN-CNC-01-9,PRD-VAL-101-9,2025-12-08,2282,2168,32 min
LIN-PNT-01-6,PRD-FLG-880-6,2026-01-07,3047,2965,4
LIN-WLD-02-3,PRD-CHS-010-3,2024-11-24,547,544,188
LIN-CNC-01-3,PRD-VAL-101-3,2025-02-18,1649,1546,72
LIN-PRS-01-6,PRD-BRK-220-6,2025-11-12,2757,2666,18
LIN-PNT-01-7,PRD-HSG-450-7,2025-03-12,2857,2795,20 min
LIN-PNT-01-8,PRD-HSG-450-8,2026-04-28,3148,2862,31
LIN-WLD-02-7,PRD-PLT-005-7,2025-09-14,385,377,12
LIN-CNC-02-8,PRD-FLG-880-8,2025-06-21,812,768,16
LIN-CNC-02-3,PRD-BRK-220-3,2024-03-26,3084,2830,31
LIN-CNC-02-5,PRD-BRK-220-5,2026-05-11,2845,2721,41 min
LIN-WLD-01-3,PRD-CHS-010-3,2025-04-04,1070,1033,38 min
LIN-CNC-01-4,PRD-VAL-101-4,2024-11-05,1726,1558,13 min
LIN-CNC-01-6,PRD-VAL-101-6,2025-07-16,2003,1837,54 min
LIN-PRS-01-5,PRD-PLT-005-5,2024-12-02,3686,3591,41 min
LIN-PRS-01-9,PRD-PLT-005-9,2024-10-28,2866,2844,12
LIN-PRS-01-6,PRD-PLT-005-6,2024-11-22,3555,3481,69 mins
LIN-EDR-01-6,PRD-STA-320-6,2024-02-23,880,826,7 min
LIN-PRS-01-10,PRD-BRK-220-10,2025-01-07,2485,2364,2.4 hrs
LIN-CNC-01-3,,2026-01-29,,,Line Maintenance
LIN-PNT-01-3,PRD-HSG-450-3,2026-03-20,3294,3233,9
LIN-WLD-02-2,PRD-CHS-010-2,2026-03-24,962,885,26 min
LIN-CNC-01-8,PRD-VAL-101-8,2024-12-30,1806,1758,5
LIN-EDR-02-9,,2026-02-26,,,Line Maintenance
LIN-PRS-01-8,PRD-BRK-220-8,2025-05-16,3460,3315,4 min
LIN-WLD-02,PRD-PLT-005,2024-07-03,1208,1158,2.5 hrs
LIN-EDR-01,PRD-STA-320,2025-01-02,1358,1329,11
LIN-PNT-01-8,PRD-HSG-450-8,2024-04-04,2971,2829,18 min
LIN-WLD-01-6,PRD-CHS-010-6,2024-09-16,845,840,2
LIN-CNC-01,PRD-VAL-101,2025-02-10,2110,2019,15
LIN-CNC-02-7,PRD-FLG-880-7,2024-10-30,2277,2261,75 mins
LIN-WLD-02-7,PRD-CHS-010-7,2025-08-23,390,378,17
LIN-CNC-01,PRD-VAL-101,2025-10-13,2198,1980,4
LIN-EDR-01-2,,2025-09-17,,,Line Maintenance
LIN-PRS-01-9,PRD-BRK-220-9,2024-02-26,3229,3145,2.4 hrs
LIN-WLD-02-4,PRD-PLT-005-4,2025-05-12,971,955,148 mins
LIN-WLD-01-4,,2025-09-05,,,Line Maintenance
LIN-PNT-01-2,PRD-HSG-450-2,2025-10-29,3324,3285,103
LIN-WLD-01,PRD-CHS-010,2025-09-25,848,839,10 min
LIN-EDR-01-5,PRD-STA-320-5,2024-01-16,1046,1013,79 mins
LIN-CNC-01-7,PRD-VAL-101-7,2025-12-08,2063,2027,31
LIN-EDR-01-7,PRD-STA-320-7,2024-09-09,975,972,12 min
LIN-EDR-02-3,PRD-MOT-500-3,2025-04-17,1334,1255,47
LIN-PNT-01-6,PRD-FLG-880-6,2026-04-03,2153,2127,53
LIN-CNC-02-10,PRD-BRK-220-10,2026-04-20,1998,1967,2 min
LIN-EDR-02-9,PRD-MOT-500-9,2026-03-27,1551,1524,1
LIN-WLD-02-8,PRD-CHS-010-8,2025-12-25,974,957,2.1 hrs
LIN-CNC-02-4,PRD-FLG-880-4,2024-06-14,1958,1947,3
LIN-PRS-01-6,PRD-BRK-220-6,2024-03-05,2165,2125,None
LIN-CNC-01-8,PRD-FLG-880-8,2024-10-21,2159,2158,68
LIN-PRS-01-9,PRD-PLT-005-9,2024-11-07,3373,3287,1
LIN-WLD-01-7,PRD-CHS-010-7,2025-09-08,1089,1081,29
LIN-PNT-01-4,PRD-FLG-880-4,2025-10-31,2588,2562,39
LIN-PNT-01-2,PRD-FLG-880-2,2026-03-04,3002,2927,40
LIN-CNC-01-5,PRD-FLG-880-5,2024-07-29,1543,1469,20
LIN-WLD-02-2,PRD-PLT-005-2,2025-12-16,978,909,81 mins
LIN-PRS-01-6,PRD-BRK-220-6,2025-05-29,3022,2996,20 min
LIN-EDR-02-7,PRD-MOT-500-7,2024-08-06,1458,1421,29 min
LIN-PNT-01-8,PRD-HSG-450-8,2025-06-27,2531,2450,29
LIN-PRS-01,PRD-BRK-220,2025-04-18,3094,3036,46 min
LIN-PRS-01-4,PRD-BRK-220-4,2024-05-09,4115,3968,9 min
LIN-WLD-02-2,PRD-CHS-010-2,2025-12-09,1184,1120,90 mins
LIN-EDR-02-9,PRD-MOT-500-9,2025-06-12,1560,1510,0
LIN-EDR-01-4,PRD-STA-320-4,2024-01-04,1133,1126,30 min
LIN-CNC-01-8,PRD-VAL-101-8,2024-11-22,2002,1993,44
LIN-EDR-01-7,PRD-STA-320-7,2026-05-18,1083,1067,11
LIN-CNC-01-5,PRD-FLG-880-5,2026-06-10,1909,1873,3
LIN-CNC-02-3,PRD-BRK-220-3,2026-06-09,1793,1749,68
LIN-CNC-02-9,PRD-FLG-880-9,2026-06-08,2613,2548,4
LIN-CNC-02-7,PRD-FLG-880-7,2025-09-19,1870,1849,10 min
LIN-CNC-01-3,PRD-VAL-101-3,2024-08-20,1408,1306,9 min
LIN-CNC-01-9,PRD-VAL-101-9,2025-10-13,2242,2215,166 mins
LIN-EDR-02-9,PRD-MOT-500-9,2024-07-17,1717,1689,69 mins
LIN-EDR-01,PRD-STA-320,2026-02-17,1432,1403,32 min
LIN-CNC-02-9,PRD-FLG-880-9,2024-12-19,2863,2839,15
LIN-PNT-01-9,PRD-FLG-880-9,2026-03-27,3041,2940,61 mins
LIN-PRS-01,PRD-BRK-220,2025-07-25,2897,2669,14 min
LIN-PNT-01-5,PRD-HSG-450-5,2024-05-23,3037,2967,34 min
LIN-EDR-02-6,PRD-MOT-500-6,2026-01-30,1373,1357,1.9 hrs
LIN-WLD-02-8,PRD-PLT-005-8,2026-06-24,975,854,29 min
LIN-CNC-02-5,PRD-BRK-220-5,2024-10-04,2884,2797,92 mins
LIN-CNC-02-10,PRD-FLG-880-10,2025-07-23,2882,2795,101 mins
LIN-WLD-02-2,,2026-05-18,,,Line Maintenance
LIN-EDR-01-3,,2024-12-20,,,Line Maintenance
LIN-CNC-02-4,PRD-BRK-220-4,2024-08-15,3254,3196,None
LIN-EDR-02-8,PRD-MOT-500-8,2024-05-27,1496,1432,150 mins
LIN-CNC-02,PRD-BRK-220,2024-07-05,2223,1970,9 min
LIN-CNC-01-7,PRD-FLG-880-7,2026-06-11,2259,2184,63 mins
LIN-CNC-02-6,PRD-FLG-880-6,2024-08-23,2641,2573,32
LIN-CNC-02-10,PRD-FLG-880-10,2024-10-02,2030,1981,271 mins
LIN-CNC-02-4,PRD-FLG-880-4,2025-03-29,829,811,1
LIN-PRS-01-2,PRD-PLT-005-2,2025-12-13,1031,1004,76 mins
LIN-WLD-02-4,,2024-11-11,,,Line Maintenance
LIN-CNC-02-3,PRD-FLG-880-3,2024-01-04,1780,1685,51
LIN-EDR-01-4,PRD-STA-320-4,2025-10-01,1212,1161,34
LIN-WLD-02-7,PRD-PLT-005-7,2025-01-20,1117,1075,180 mins
LIN-PNT-01-2,PRD-HSG-450-2,2026-01-08,2571,2460,4
LIN-WLD-02-3,PRD-CHS-010-3,2024-09-02,1090,977,45
LIN-PNT-01-8,PRD-FLG-880-8,2024-03-18,2044,1900,209
LIN-EDR-02-10,PRD-MOT-500-10,2026-03-12,1407,1379,225 mins
LIN-EDR-01-5,PRD-STA-320-5,2024-12-09,1362,1320,30
LIN-PRS-01-7,PRD-BRK-220-7,2026-06-01,3477,3349,12 min
LIN-CNC-01-10,PRD-FLG-880-10,2024-08-30,1728,1634,1.6 hrs
LIN-PRS-01-8,PRD-PLT-005-8,2025-08-19,3257,2909,26
LIN-WLD-02,PRD-PLT-005,2026-02-05,850,786,33
LIN-CNC-01-2,PRD-FLG-880-2,2024-11-10,648,629,12 min
LIN-CNC-01-7,PRD-VAL-101-7,2024-06-03,2142,1918,12 min
LIN-WLD-02-4,PRD-PLT-005-4,2025-12-08,950,938,-
LIN-PNT-01-7,PRD-FLG-880-7,2025-06-28,688,677,108
LIN-WLD-01-7,PRD-CHS-010-7,2025-09-22,796,793,2 min
LIN-EDR-02,PRD-MOT-500,2025-05-26,1371,1334,55
LIN-WLD-02-3,PRD-PLT-005-3,2025-11-13,1095,1056,9 min
LIN-PRS-01-9,PRD-BRK-220-9,2024-03-22,3192,3142,27
LIN-PRS-01,PRD-PLT-005,2026-05-10,1006,962,26
LIN-WLD-01-8,PRD-CHS-010-8,2024-09-11,1053,971,33 min
LIN-CNC-01-6,PRD-VAL-101-6,2025-07-31,1924,1913,0
LIN-WLD-01-7,PRD-CHS-010-7,2026-03-13,825,810,4 min
LIN-PNT-01-3,PRD-HSG-450-3,2025-02-26,3190,3094,3
LIN-PRS-01-10,PRD-BRK-220-10,2025-05-09,3333,3288,9 min
LIN-PRS-01-3,PRD-BRK-220-3,2024-09-16,2820,2651,2.4 hrs
LIN-EDR-01-5,PRD-STA-320-5,2025-08-06,1317,1218,10 min
LIN-EDR-01-10,PRD-STA-320-10,2024-11-19,1242,1194,132
LIN-WLD-02,PRD-CHS-010,2024-02-12,740,685,41
LIN-CNC-02-8,PRD-BRK-220-8,2025-07-23,2292,2126,147 mins
LIN-PRS-01-2,PRD-BRK-220-2,2024-10-30,3309,3240,16 min
LIN-EDR-01-10,PRD-STA-320-10,2025-04-14,894,853,150
LIN-WLD-02-4,PRD-CHS-010-4,2025-12-20,329,304,167 mins
LIN-CNC-02-9,PRD-FLG-880-9,2024-11-11,1756,1659,54 min
LIN-EDR-02-3,PRD-MOT-500-3,2024-06-13,1308,1207,2 min
LIN-CNC-01-10,PRD-FLG-880-10,2024-06-28,1722,1650,193
LIN-CNC-02-7,PRD-FLG-880-7,2026-01-08,2298,2109,3.8 hrs
LIN-CNC-01,PRD-FLG-880,2025-10-20,1762,1744,22
LIN-PRS-01-8,PRD-BRK-220-8,2025-01-29,2970,2879,109
LIN-PRS-01-6,PRD-PLT-005-6,2024-08-01,3023,2917,1.2 hrs
LIN-CNC-02-9,PRD-FLG-880-9,2026-01-02,2648,2421,3
LIN-CNC-02,PRD-BRK-220,2024-07-08,2781,2673,39
LIN-WLD-02-8,PRD-CHS-010-8,2025-05-01,1116,1081,2 min
LIN-PNT-01-9,PRD-HSG-450-9,2024-08-21,3254,3174,43 min
LIN-EDR-01-10,PRD-STA-320-10,2026-01-28,1260,1227,68
LIN-EDR-01-5,PRD-STA-320-5,2024-07-17,1046,1023,15 min
LIN-WLD-02-5,PRD-PLT-005-5,2025-01-11,318,312,16 min
LIN-PNT-01-3,PRD-HSG-450-3,2025-07-15,2369,2252,77 mins
LIN-WLD-02-10,PRD-CHS-010-10,2024-03-23,235,227,42 min
LIN-WLD-02-3,PRD-PLT-005-3,2024-11-28,1085,1079,111
LIN-EDR-02-2,PRD-MOT-500-2,2024-02-08,1475,1437,41 min
LIN-EDR-01-10,PRD-STA-320-10,2024-12-06,1242,1225,197
LIN-WLD-02-8,PRD-CHS-010-8,2025-10-17,1177,1154,63 mins
LIN-PRS-01-6,PRD-BRK-220-6,2025-12-11,2790,2736,153
LIN-PNT-01-6,PRD-HSG-450-6,2024-10-23,2554,2498,2 min
LIN-WLD-01,PRD-CHS-010,2024-01-10,756,737,61
LIN-PRS-01-10,PRD-BRK-220-10,2026-05-02,952,936,1
LIN-EDR-02-2,PRD-MOT-500-2,2026-03-25,1316,1297,253 mins
LIN-CNC-02-9,PRD-BRK-220-9,2025-07-26,724,711,11 min
LIN-EDR-01-5,PRD-STA-320-5,2024-12-14,331,328,38
LIN-WLD-02-8,PRD-PLT-005-8,2025-10-01,816,788,152 mins
LIN-WLD-02-10,PRD-PLT-005-10,2025-03-04,1234,1212,21 min
LIN-WLD-02-8,PRD-CHS-010-8,2025-03-03,1383,1345,25 min
LIN-CNC-01,PRD-VAL-101,2025-12-25,2167,2128,3 min
LIN-PNT-01-7,PRD-FLG-880-7,2024-05-30,2512,2477,27
LIN-PNT-01-4,PRD-HSG-450-4,2025-09-02,2377,2309,10
LIN-CNC-01-7,PRD-FLG-880-7,2026-01-27,1718,1603,2.3 hrs
LIN-CNC-02-10,PRD-FLG-880-10,2024-05-31,1989,1906,1.4 hrs
LIN-EDR-01-9,PRD-STA-320-9,2026-04-13,1219,1201,6 min
LIN-WLD-02,PRD-PLT-005,2025-12-08,940,847,26
LIN-WLD-01-4,PRD-CHS-010-4,2024-02-28,696,670,25
LIN-PNT-01-7,PRD-FLG-880-7,2025-08-08,3276,3084,24 min
LIN-PNT-01-5,PRD-HSG-450-5,2025-07-17,2449,2396,11 min
LIN-PRS-01-9,PRD-PLT-005-9,2026-03-04,2996,2931,7 min
LIN-PRS-01,PRD-BRK-220,2025-06-05,3480,3133,41
LIN-WLD-02-10,PRD-CHS-010-10,2025-01-17,783,744,14
LIN-EDR-01-2,PRD-STA-320-2,2024-03-29,1214,1187,17 min
LIN-PRS-01-4,PRD-PLT-005-4,2024-04-18,3113,3013,21 min
LIN-PNT-01-7,PRD-FLG-880-7,2025-10-08,2026,1932,1.9 hrs
LIN-WLD-01-10,PRD-CHS-010-10,2025-04-29,923,914,25
LIN-WLD-01-8,PRD-CHS-010-8,2026-02-24,955,934,26 min
LIN-WLD-02-7,PRD-PLT-005-7,2024-10-14,1126,1091,5 min
LIN-WLD-02-5,PRD-CHS-010-5,2024-12-17,1261,1238,306 mins
LIN-CNC-02-5,PRD-BRK-220-5,2025-11-03,2656,2557,44 min
LIN-WLD-02-2,PRD-CHS-010-2,2025-06-03,1113,1105,16 min
LIN-CNC-02-7,PRD-BRK-220-7,2024-09-13,2771,2723,7 min
LIN-EDR-01-8,PRD-STA-320-8,2025-11-25,1511,1416,75 mins
LIN-WLD-02-7,PRD-CHS-010-7,2024-04-27,368,361,12
LIN-CNC-01,PRD-VAL-101,2024-07-22,2491,2427,3
LIN-PNT-01-3,PRD-FLG-880-3,2025-09-04,2966,2912,129
LIN-EDR-01-6,PRD-STA-320-6,2025-04-09,972,901,27 min
LIN-PRS-01-4,PRD-BRK-220-4,2024-09-18,3535,3307,22
LIN-PNT-01,PRD-FLG-880,2025-06-17,2333,2296,95 mins
LIN-PRS-01-2,PRD-PLT-005-2,2025-07-16,3152,3074,1.2 hrs
LIN-CNC-02-5,PRD-BRK-220-5,2024-09-09,2621,2510,86 mins
LIN-EDR-02-10,PRD-MOT-500-10,2025-05-27,1096,1059,86
LIN-EDR-01-9,PRD-STA-320-9,2025-06-10,1333,1175,14
LIN-PRS-01-6,PRD-PLT-005-6,2026-04-03,2958,2746,50 min
LIN-PRS-01-10,PRD-BRK-220-10,2026-02-09,4090,3869,3 min
LIN-CNC-02-6,PRD-FLG-880-6,2024-04-01,1675,1606,5
LIN-PRS-01-5,PRD-BRK-220-5,2026-03-25,3137,3087,4 min
LIN-CNC-01-8,PRD-FLG-880-8,2024-07-19,1600,1587,9
LIN-WLD-02,PRD-PLT-005,2026-01-23,1195,1140,2.2 hrs
LIN-EDR-02-4,PRD-MOT-500-4,2024-03-14,1463,1367,14
LIN-CNC-01-10,PRD-VAL-101-10,2025-08-28,2464,2396,37 min
LIN-WLD-01-7,PRD-CHS-010-7,2024-11-13,850,842,45 min
LIN-PNT-01,PRD-FLG-880,2026-03-27,2952,2898,2 min
LIN-CNC-02-4,PRD-BRK-220-4,2026-01-01,2246,2180,24 min
LIN-CNC-02-5,PRD-BRK-220-5,2026-05-21,2724,2592,20 min
LIN-CNC-01-8,PRD-VAL-101-8,2024-09-11,2272,2154,2.4 hrs
LIN-EDR-02,,2025-04-30,,,Line Maintenance
LIN-PRS-01-3,PRD-PLT-005-3,2024-05-04,698,683,11
LIN-CNC-01-3,PRD-VAL-101-3,2025-05-02,2064,2000,14 min
LIN-EDR-01-3,PRD-STA-320-3,2025-11-24,895,858,140
LIN-PNT-01-2,PRD-FLG-880-2,2024-02-20,2938,2784,29 min
LIN-CNC-01,PRD-FLG-880,2026-04-28,1774,1708,2 min
LIN-PRS-01,PRD-PLT-005,2025-06-24,2498,2405,56 min
LIN-WLD-02-6,PRD-PLT-005-6,2025-10-13,1010,929,54 min
LIN-PRS-01-5,PRD-BRK-220-5,2025-02-17,3293,3174,1.3 hrs
LIN-EDR-02-10,PRD-MOT-500-10,2024-11-13,1124,1115,2.5 hrs
LIN-WLD-02-7,PRD-CHS-010-7,2024-05-12,460,450,44
LIN-PNT-01-8,PRD-FLG-880-8,2026-03-24,3658,3552,2
LIN-WLD-01-2,PRD-CHS-010-2,2026-03-14,370,368,22
LIN-CNC-02-5,PRD-FLG-880-5,2025-05-03,880,817,114 mins
LIN-WLD-02-3,PRD-PLT-005-3,2026-05-13,853,788,42
LIN-WLD-02-3,PRD-CHS-010-3,2025-08-29,1234,1142,66 mins
LIN-CNC-02-5,PRD-BRK-220-5,2025-06-24,2742,2618,23 min
LIN-EDR-01-6,PRD-STA-320-6,2024-07-31,1209,1150,3.5 hrs
LIN-PNT-01-5,PRD-FLG-880-5,2025-11-17,3210,2925,19 min
LIN-CNC-02-2,PRD-BRK-220-2,2025-09-17,2041,1994,1.6 hrs
LIN-PRS-01-3,PRD-PLT-005-3,2025-08-01,3795,3643,5
LIN-CNC-02-10,PRD-FLG-880-10,2026-01-09,2004,1948,17 min
LIN-PRS-01-5,PRD-BRK-220-5,2025-06-29,849,821,123
LIN-WLD-02-5,PRD-CHS-010-5,2024-02-28,1051,961,61
LIN-WLD-02-4,PRD-PLT-005-4,2024-07-30,1051,1007,129 mins
LIN-EDR-02-2,PRD-MOT-500-2,2026-01-08,1396,1317,7 min
LIN-EDR-02-6,PRD-MOT-500-6,2026-04-23,1139,1088,3.0 hrs
LIN-PNT-01-5,PRD-FLG-880-5,2025-10-07,3373,3280,26 min
LIN-PNT-01-10,PRD-FLG-880-10,2025-03-13,3345,3239,217
LIN-PRS-01-5,PRD-PLT-005-5,2024-10-08,3318,3176,19
LIN-EDR-01-2,PRD-STA-320-2,2025-06-03,1218,1196,2 min
LIN-PRS-01-8,PRD-BRK-220-8,2024-05-01,3339,3243,2
LIN-PRS-01-9,PRD-BRK-220-9,2025-12-16,3809,3776,34
LIN-EDR-01-9,PRD-STA-320-9,2026-06-10,1094,1074,14
LIN-WLD-01-9,PRD-CHS-010-9,2024-03-06,1045,1043,46
LIN-PNT-01-4,PRD-FLG-880-4,2024-04-17,3043,2935,60 min
LIN-WLD-02-5,PRD-PLT-005-5,2024-05-09,1114,1054,57
LIN-PNT-01-4,PRD-FLG-880-4,2026-01-19,3157,3036,14
LIN-WLD-02-3,PRD-CHS-010-3,2025-12-08,995,977,24
LIN-EDR-02-5,PRD-MOT-500-5,2025-09-11,1119,1098,5 min
LIN-WLD-02-5,PRD-PLT-005-5,2025-05-14,1215,1187,1
LIN-CNC-02-6,PRD-BRK-220-6,2024-02-07,1989,1950,10 min
LIN-WLD-01-7,PRD-CHS-010-7,2024-01-03,726,699,20 min
LIN-CNC-02-10,PRD-BRK-220-10,2025-06-02,1943,1877,254 mins
LIN-CNC-02-6,PRD-FLG-880-6,2025-10-16,2434,2301,41
LIN-PRS-01-8,PRD-PLT-005-8,2026-03-27,3986,3904,5
LIN-EDR-01-4,PRD-STA-320-4,2025-08-26,1657,1611,35
LIN-CNC-02-3,PRD-FLG-880-3,2024-08-05,2563,2543,16 min
LIN-PRS-01-9,PRD-BRK-220-9,2024-06-11,4179,4109,10
LIN-CNC-01-5,PRD-FLG-880-5,2025-05-30,1425,1355,25 min
LIN-CNC-01-8,PRD-FLG-880-8,2024-08-27,2291,2256,170
LIN-CNC-02,PRD-FLG-880,2025-10-13,2087,2075,11
LIN-PNT-01,PRD-FLG-880,2024-04-07,888,875,36 min
LIN-WLD-01-7,PRD-CHS-010-7,2025-07-09,770,761,38 min
LIN-CNC-01-9,PRD-FLG-880-9,2026-02-11,1995,1890,10
LIN-CNC-01-9,PRD-VAL-101-9,2025-05-15,1881,1755,1.2 hrs
LIN-PRS-01-7,PRD-BRK-220-7,2026-01-13,3234,3205,1.6 hrs
LIN-CNC-02,PRD-BRK-220,2025-10-10,2367,2338,14 min
LIN-WLD-02-2,PRD-CHS-010-2,2025-03-21,1162,1132,46
LIN-PRS-01-6,PRD-PLT-005-6,2024-04-08,3556,3370,111
LIN-CNC-01,PRD-VAL-101,2024-02-29,2024,1967,49 min
LIN-EDR-01-2,PRD-STA-320-2,2024-02-29,1264,1195,124
LIN-CNC-02-2,PRD-BRK-220-2,2024-11-20,1696,1670,63
LIN-CNC-01-3,PRD-VAL-101-3,2024-03-19,1818,1773,20
LIN-WLD-02-5,PRD-PLT-005-5,2025-09-03,939,889,19 min
LIN-PRS-01-9,PRD-PLT-005-9,2026-06-03,3155,2913,8
LIN-CNC-02-6,PRD-FLG-880-6,2026-05-21,2510,2351,13 min
LIN-WLD-01-3,PRD-CHS-010-3,2025-04-08,783,750,24
LIN-EDR-01-10,PRD-STA-320-10,2025-03-24,1430,1410,52
LIN-PNT-01-8,PRD-HSG-450-8,2025-12-02,2188,2137,33
LIN-CNC-01-5,PRD-FLG-880-5,2024-02-12,1889,1788,9
LIN-PRS-01-6,PRD-BRK-220-6,2025-07-18,2821,2704,11 min
LIN-EDR-01-8,PRD-STA-320-8,2024-01-22,1527,1447,94
LIN-PNT-01-4,PRD-FLG-880-4,2025-07-28,2592,2548,7
LIN-PNT-01-10,PRD-FLG-880-10,2025-09-16,2813,2668,53 min
LIN-WLD-01-2,PRD-CHS-010-2,2024-10-16,1033,990,79
LIN-PRS-01-7,,2025-01-29,,,Line Maintenance
LIN-PRS-01-8,PRD-PLT-005-8,2025-11-11,2661,2274,3.0 hrs
LIN-WLD-01-3,PRD-CHS-010-3,2025-05-16,828,807,24 min
LIN-CNC-01-9,PRD-VAL-101-9,2026-01-23,1791,1753,46
LIN-CNC-01-7,PRD-VAL-101-7,2026-06-29,1728,1675,39
LIN-CNC-01-10,PRD-FLG-880-10,2024-10-21,2141,2044,5 min
LIN-WLD-01-9,PRD-CHS-010-9,2026-02-06,1162,1152,36
LIN-WLD-02-7,PRD-PLT-005-7,2025-08-26,1108,1067,5
LIN-CNC-01-8,PRD-FLG-880-8,2024-12-06,1589,1498,24 min
LIN-PNT-01,PRD-FLG-880,2026-04-24,2204,1947,39
LIN-WLD-02-6,PRD-CHS-010-6,2025-01-16,1235,1135,16 min
LIN-PRS-01-5,PRD-PLT-005-5,2025-05-12,2994,2794,1.6 hrs
LIN-WLD-02-6,PRD-PLT-005-6,2024-10-03,1211,1183,247
LIN-EDR-01-3,PRD-STA-320-3,2025-05-07,1602,1553,2 min
LIN-CNC-01,PRD-VAL-101,2026-05-29,1911,1855,54 min
LIN-PRS-01-9,PRD-PLT-005-9,2025-09-10,2720,2568,33
LIN-EDR-01-10,PRD-STA-320-10,2025-03-21,1559,1490,4.5 hrs
LIN-WLD-02-7,PRD-CHS-010-7,2024-06-04,1012,943,15
LIN-CNC-02-6,PRD-FLG-880-6,2024-01-11,2755,2671,36
LIN-WLD-02,PRD-CHS-010,2025-03-12,996,953,36
LIN-PRS-01-4,PRD-PLT-005-4,2024-08-16,3472,3329,28
LIN-WLD-02-5,PRD-PLT-005-5,2025-01-01,1140,1045,18
LIN-PRS-01-6,PRD-BRK-220-6,2024-03-17,1532,1451,36
LIN-EDR-02-5,,2025-08-05,,,Line Maintenance
LIN-CNC-02-10,PRD-BRK-220-10,2024-04-09,2604,2338,26
LIN-CNC-02-5,PRD-FLG-880-5,2025-03-25,3131,3044,2 min
LIN-CNC-01-3,PRD-VAL-101-3,2025-10-03,2214,2056,69
LIN-CNC-01-5,PRD-VAL-101-5,2026-04-17,1718,1494,44 min
LIN-WLD-01,PRD-CHS-010,2025-08-14,903,870,2.9 hrs
LIN-CNC-01-7,PRD-VAL-101-7,2024-02-26,2018,1897,133
LIN-EDR-01-9,PRD-STA-320-9,2024-08-29,976,961,0
LIN-EDR-01-3,PRD-STA-320-3,2024-06-10,1467,1442,41
LIN-CNC-02-3,PRD-BRK-220-3,2026-01-02,2700,2549,18 min
LIN-CNC-01-4,PRD-FLG-880-4,2025-02-17,1753,1745,5
LIN-WLD-01-5,PRD-CHS-010-5,2024-05-28,722,706,60 min
LIN-EDR-01-6,PRD-STA-320-6,2026-04-13,1277,1246,-
LIN-CNC-02-8,PRD-BRK-220-8,2025-11-14,2511,2390,29 min
LIN-PRS-01-2,PRD-BRK-220-2,2026-04-06,3278,3150,44
LIN-CNC-01-6,PRD-FLG-880-6,2024-02-02,1888,1870,36
LIN-PNT-01-9,PRD-FLG-880-9,2025-11-04,2978,2777,114 mins
LIN-PRS-01-7,PRD-PLT-005-7,2026-05-11,2643,2442,None
LIN-CNC-01-7,PRD-VAL-101-7,2025-10-03,2088,2077,2
LIN-CNC-01-7,PRD-VAL-101-7,2024-07-16,2347,2221,10 min
LIN-WLD-01-3,,2025-03-14,,,Line Maintenance
LIN-CNC-01,PRD-FLG-880,2026-05-28,2006,1890,43 min
LIN-WLD-02-5,PRD-PLT-005-5,2026-04-28,1206,1101,109
LIN-CNC-02-2,PRD-BRK-220-2,2025-05-27,2368,2189,8
LIN-EDR-02-9,PRD-MOT-500-9,2025-11-13,1385,1368,13 min
LIN-CNC-02-3,PRD-FLG-880-3,2026-05-12,2545,2265,61 mins
LIN-PNT-01-5,PRD-HSG-450-5,2025-08-05,2555,2475,18
LIN-EDR-02-4,PRD-MOT-500-4,2025-12-19,1108,1071,117
LIN-CNC-01-2,PRD-FLG-880-2,2025-07-29,2095,2011,34
LIN-WLD-01-5,PRD-CHS-010-5,2025-09-19,732,714,36 min
LIN-EDR-01-2,PRD-STA-320-2,2026-03-19,1356,1307,12
LIN-PNT-01-8,PRD-HSG-450-8,2026-05-05,2811,2794,14
LIN-EDR-01-3,PRD-STA-320-3,2024-11-28,1072,1059,12
LIN-PRS-01-10,PRD-PLT-005-10,2024-08-23,3021,2741,28
LIN-CNC-01-9,PRD-FLG-880-9,2024-01-23,1343,1336,3.6 hrs
LIN-EDR-01-9,PRD-STA-320-9,2025-11-11,1356,1278,11 min
LIN-PNT-01-10,PRD-FLG-880-10,2024-01-23,3082,3047,36 min
LIN-CNC-01-3,PRD-VAL-101-3,2024-01-04,1574,1452,17 min
LIN-PNT-01-10,PRD-HSG-450-10,2026-06-24,2199,2131,-
LIN-PNT-01-2,PRD-FLG-880-2,2024-07-19,2233,2216,154
LIN-CNC-01-3,PRD-FLG-880-3,2026-03-30,2247,2146,1.3 hrs
LIN-EDR-01-10,,2025-04-17,,,Line Maintenance
LIN-EDR-01-2,PRD-STA-320-2,2024-03-20,1275,1262,19
LIN-PNT-01-4,PRD-FLG-880-4,2025-08-19,3276,3260,5 min
LIN-CNC-02-7,PRD-BRK-220-7,2026-02-05,2599,2522,37 min
LIN-CNC-01-8,PRD-FLG-880-8,2024-09-04,2381,2375,13
LIN-PRS-01-3,PRD-PLT-005-3,2024-04-18,3612,3533,11
LIN-WLD-02-9,PRD-PLT-005-9,2024-09-05,925,898,7 min
LIN-CNC-02-6,,2026-01-02,,,Line Maintenance
LIN-WLD-02-3,PRD-PLT-005-3,2025-12-02,952,925,48 min
